"","p.geomean","stat.mean","p.val","q.val","set.size","exp1"
"GO:0090051 negative regulation of cell migration involved in sprouting angiogenesis",NA,NA,NA,NA,4,NA
"GO:0090069 regulation of ribosome biogenesis",NA,NA,NA,NA,3,NA
"GO:0090071 negative regulation of ribosome biogenesis",NA,NA,NA,NA,1,NA
"GO:0090073 positive regulation of protein homodimerization activity",NA,NA,NA,NA,5,NA
"GO:0090074 negative regulation of protein homodimerization activity",NA,NA,NA,NA,2,NA
"GO:0090076 relaxation of skeletal muscle",NA,NA,NA,NA,1,NA
"GO:0090080 positive regulation of MAPKKK cascade by fibroblast growth factor receptor signaling pathway",NA,NA,NA,NA,5,NA
"GO:0090081 regulation of heart induction by regulation of canonical Wnt receptor signaling pathway",NA,NA,NA,NA,3,NA
"GO:0090082 positive regulation of heart induction by negative regulation of canonical Wnt receptor signaling pathway",NA,NA,NA,NA,2,NA
"GO:0090083 regulation of inclusion body assembly",NA,NA,NA,NA,5,NA
"GO:0090084 negative regulation of inclusion body assembly",NA,NA,NA,NA,3,NA
"GO:0090085 regulation of protein deubiquitination",NA,NA,NA,NA,3,NA
"GO:0090086 negative regulation of protein deubiquitination",NA,NA,NA,NA,2,NA
"GO:0090091 positive regulation of extracellular matrix disassembly",NA,NA,NA,NA,1,NA
"GO:0090094 metanephric cap mesenchymal cell proliferation involved in metanephros development",NA,NA,NA,NA,2,NA
"GO:0090095 regulation of metanephric cap mesenchymal cell proliferation",NA,NA,NA,NA,1,NA
"GO:0090096 positive regulation of metanephric cap mesenchymal cell proliferation",NA,NA,NA,NA,1,NA
"GO:0090104 pancreatic epsilon cell differentiation",NA,NA,NA,NA,1,NA
"GO:0090107 regulation of high-density lipoprotein particle assembly",NA,NA,NA,NA,2,NA
"GO:0090108 positive regulation of high-density lipoprotein particle assembly",NA,NA,NA,NA,1,NA
"GO:0090110 cargo loading into COPII-coated vesicle",NA,NA,NA,NA,1,NA
"GO:0090116 C-5 methylation of cytosine",NA,NA,NA,NA,2,NA
"GO:0090118 receptor-mediated endocytosis of low-density lipoprotein particle involved in cholesterol transport",NA,NA,NA,NA,2,NA
"GO:0090128 regulation of synapse maturation",NA,NA,NA,NA,9,NA
"GO:0090129 positive regulation of synapse maturation",NA,NA,NA,NA,7,NA
"GO:0090131 mesenchyme migration",NA,NA,NA,NA,1,NA
"GO:0090133 mesendoderm migration",NA,NA,NA,NA,1,NA
"GO:0090134 cell migration involved in mesendoderm migration",NA,NA,NA,NA,1,NA
"GO:0090135 actin filament branching",NA,NA,NA,NA,1,NA
"GO:0090138 regulation of actin cytoskeleton organization by cell-cell adhesion",NA,NA,NA,NA,1,NA
"GO:0090140 regulation of mitochondrial fission",NA,NA,NA,NA,5,NA
"GO:0090141 positive regulation of mitochondrial fission",NA,NA,NA,NA,4,NA
"GO:0090148 membrane fission",NA,NA,NA,NA,1,NA
"GO:0090149 membrane fission involved in mitochondrial fission",NA,NA,NA,NA,1,NA
"GO:0090153 regulation of sphingolipid biosynthetic process",NA,NA,NA,NA,5,NA
"GO:0090154 positive regulation of sphingolipid biosynthetic process",NA,NA,NA,NA,3,NA
"GO:0090155 negative regulation of sphingolipid biosynthetic process",NA,NA,NA,NA,1,NA
"GO:0090161 Golgi ribbon formation",NA,NA,NA,NA,3,NA
"GO:0090166 Golgi disassembly",NA,NA,NA,NA,2,NA
"GO:0090168 Golgi reassembly",NA,NA,NA,NA,1,NA
"GO:0090169 regulation of spindle assembly",NA,NA,NA,NA,3,NA
"GO:0090170 regulation of Golgi inheritance",NA,NA,NA,NA,4,NA
"GO:0090171 chondrocyte morphogenesis",NA,NA,NA,NA,1,NA
"GO:0090174 organelle membrane fusion",NA,NA,NA,NA,4,NA
"GO:0090182 regulation of secretion of lysosomal enzymes",NA,NA,NA,NA,2,NA
"GO:0090185 negative regulation of kidney development",NA,NA,NA,NA,4,NA
"GO:0090186 regulation of pancreatic juice secretion",NA,NA,NA,NA,4,NA
"GO:0090187 positive regulation of pancreatic juice secretion",NA,NA,NA,NA,1,NA
"GO:0090188 negative regulation of pancreatic juice secretion",NA,NA,NA,NA,3,NA
"GO:0090191 negative regulation of branching involved in ureteric bud morphogenesis",NA,NA,NA,NA,4,NA
"GO:0090193 positive regulation of glomerulus development",NA,NA,NA,NA,4,NA
"GO:0090194 negative regulation of glomerulus development",NA,NA,NA,NA,1,NA
"GO:0090195 chemokine secretion",NA,NA,NA,NA,8,NA
"GO:0090196 regulation of chemokine secretion",NA,NA,NA,NA,8,NA
"GO:0090197 positive regulation of chemokine secretion",NA,NA,NA,NA,7,NA
"GO:0090198 negative regulation of chemokine secretion",NA,NA,NA,NA,1,NA
"GO:0090202 gene looping",NA,NA,NA,NA,2,NA
"GO:0090204 protein localization to nuclear pore",NA,NA,NA,NA,1,NA
"GO:0090205 positive regulation of cholesterol metabolic process",NA,NA,NA,NA,6,NA
"GO:0090206 negative regulation of cholesterol metabolic process",NA,NA,NA,NA,3,NA
"GO:0090209 negative regulation of triglyceride metabolic process",NA,NA,NA,NA,5,NA
"GO:0090210 regulation of establishment of blood-brain barrier",NA,NA,NA,NA,1,NA
"GO:0090212 negative regulation of establishment of blood-brain barrier",NA,NA,NA,NA,1,NA
"GO:0090214 spongiotrophoblast layer developmental growth",NA,NA,NA,NA,1,NA
"GO:0090219 negative regulation of lipid kinase activity",NA,NA,NA,NA,2,NA
"GO:0090222 centrosome-templated microtubule nucleation",NA,NA,NA,NA,1,NA
"GO:0090224 regulation of spindle organization",NA,NA,NA,NA,8,NA
"GO:0090230 regulation of centromere complex assembly",NA,NA,NA,NA,3,NA
"GO:0090232 positive regulation of spindle checkpoint",NA,NA,NA,NA,5,NA
"GO:0090234 regulation of kinetochore assembly",NA,NA,NA,NA,2,NA
"GO:0090237 regulation of arachidonic acid secretion",NA,NA,NA,NA,5,NA
"GO:0090238 positive regulation of arachidonic acid secretion",NA,NA,NA,NA,4,NA
"GO:0090239 regulation of histone H4 acetylation",NA,NA,NA,NA,5,NA
"GO:0090240 positive regulation of histone H4 acetylation",NA,NA,NA,NA,3,NA
"GO:0090241 negative regulation of histone H4 acetylation",NA,NA,NA,NA,2,NA
"GO:0090244 Wnt receptor signaling pathway involved in somitogenesis",NA,NA,NA,NA,7,NA
"GO:0090245 axis elongation involved in somitogenesis",NA,NA,NA,NA,6,NA
"GO:0090246 convergent extension involved in somitogenesis",NA,NA,NA,NA,1,NA
"GO:0090247 cell motility involved in somitogenic axis elongation",NA,NA,NA,NA,2,NA
"GO:0090249 regulation of cell motility involved in somitogenic axis elongation",NA,NA,NA,NA,2,NA
"GO:0090251 protein localization involved in establishment of planar polarity",NA,NA,NA,NA,1,NA
"GO:0090259 regulation of retinal ganglion cell axon guidance",NA,NA,NA,NA,2,NA
"GO:0090260 negative regulation of retinal ganglion cell axon guidance",NA,NA,NA,NA,2,NA
"GO:0090264 regulation of immune complex clearance by monocytes and macrophages",NA,NA,NA,NA,2,NA
"GO:0090265 positive regulation of immune complex clearance by monocytes and macrophages",NA,NA,NA,NA,2,NA
"GO:0090266 regulation of mitotic cell cycle spindle assembly checkpoint",NA,NA,NA,NA,6,NA
"GO:0090267 positive regulation of mitotic cell cycle spindle assembly checkpoint",NA,NA,NA,NA,4,NA
"GO:0090269 fibroblast growth factor production",NA,NA,NA,NA,3,NA
"GO:0090270 regulation of fibroblast growth factor production",NA,NA,NA,NA,3,NA
"GO:0090271 positive regulation of fibroblast growth factor production",NA,NA,NA,NA,1,NA
"GO:0090272 negative regulation of fibroblast growth factor production",NA,NA,NA,NA,2,NA
"GO:0090273 regulation of somatostatin secretion",NA,NA,NA,NA,2,NA
"GO:0090274 positive regulation of somatostatin secretion",NA,NA,NA,NA,1,NA
"GO:0090280 positive regulation of calcium ion import",NA,NA,NA,NA,8,NA
"GO:0090281 negative regulation of calcium ion import",NA,NA,NA,NA,4,NA
"GO:0090283 regulation of protein glycosylation in Golgi",NA,NA,NA,NA,2,NA
"GO:0090284 positive regulation of protein glycosylation in Golgi",NA,NA,NA,NA,1,NA
"GO:0090285 negative regulation of protein glycosylation in Golgi",NA,NA,NA,NA,1,NA
"GO:0090286 cytoskeletal anchoring at nuclear membrane",NA,NA,NA,NA,5,NA
"GO:0090289 regulation of osteoclast proliferation",NA,NA,NA,NA,3,NA
"GO:0090290 positive regulation of osteoclast proliferation",NA,NA,NA,NA,1,NA
"GO:0090291 negative regulation of osteoclast proliferation",NA,NA,NA,NA,2,NA
"GO:0090292 nuclear matrix anchoring at nuclear membrane",NA,NA,NA,NA,3,NA
"GO:0090293 nitrogen catabolite regulation of transcription",NA,NA,NA,NA,1,NA
"GO:0090294 nitrogen catabolite activation of transcription",NA,NA,NA,NA,1,NA
"GO:0090296 regulation of mitochondrial DNA replication",NA,NA,NA,NA,2,NA
"GO:0090297 positive regulation of mitochondrial DNA replication",NA,NA,NA,NA,1,NA
"GO:0090298 negative regulation of mitochondrial DNA replication",NA,NA,NA,NA,1,NA
"GO:0090304 nucleic acid metabolic process",NA,NA,NA,NA,4305,NA
"GO:0090306 spindle assembly involved in meiosis",NA,NA,NA,NA,1,NA
"GO:0090308 regulation of methylation-dependent chromatin silencing",NA,NA,NA,NA,4,NA
"GO:0090310 negative regulation of methylation-dependent chromatin silencing",NA,NA,NA,NA,3,NA
"GO:0090313 regulation of protein targeting to membrane",NA,NA,NA,NA,9,NA
"GO:0090314 positive regulation of protein targeting to membrane",NA,NA,NA,NA,7,NA
"GO:0090315 negative regulation of protein targeting to membrane",NA,NA,NA,NA,2,NA
"GO:0090320 regulation of chylomicron remnant clearance",NA,NA,NA,NA,0,NA
"GO:0090321 positive regulation of chylomicron remnant clearance",NA,NA,NA,NA,0,NA
"GO:0090323 prostaglandin secretion involved in immune response",NA,NA,NA,NA,1,NA
"GO:0090324 negative regulation of oxidative phosphorylation",NA,NA,NA,NA,2,NA
"GO:0090325 regulation of locomotion involved in locomotory behavior",NA,NA,NA,NA,1,NA
"GO:0090327 negative regulation of locomotion involved in locomotory behavior",NA,NA,NA,NA,1,NA
"GO:0090330 regulation of platelet aggregation",NA,NA,NA,NA,7,NA
"GO:0090331 negative regulation of platelet aggregation",NA,NA,NA,NA,3,NA
"GO:0090335 regulation of brown fat cell differentiation",NA,NA,NA,NA,3,NA
"GO:0090336 positive regulation of brown fat cell differentiation",NA,NA,NA,NA,3,NA
"GO:0090340 positive regulation of secretion of lysosomal enzymes",NA,NA,NA,NA,1,NA
"GO:0090341 negative regulation of secretion of lysosomal enzymes",NA,NA,NA,NA,1,NA
"GO:0090343 positive regulation of cell aging",NA,NA,NA,NA,6,NA
"GO:0090344 negative regulation of cell aging",NA,NA,NA,NA,9,NA
"GO:0090345 cellular organohalogen metabolic process",NA,NA,NA,NA,2,NA
"GO:0090346 cellular organofluorine metabolic process",NA,NA,NA,NA,2,NA
"GO:0090347 regulation of cellular organohalogen metabolic process",NA,NA,NA,NA,1,NA
"GO:0090348 regulation of cellular organofluorine metabolic process",NA,NA,NA,NA,1,NA
"GO:0090349 negative regulation of cellular organohalogen metabolic process",NA,NA,NA,NA,1,NA
"GO:0090350 negative regulation of cellular organofluorine metabolic process",NA,NA,NA,NA,1,NA
"GO:0090360 platelet-derived growth factor production",NA,NA,NA,NA,2,NA
"GO:0090361 regulation of platelet-derived growth factor production",NA,NA,NA,NA,2,NA
"GO:0090362 positive regulation of platelet-derived growth factor production",NA,NA,NA,NA,1,NA
"GO:0090370 negative regulation of cholesterol efflux",NA,NA,NA,NA,4,NA
"GO:0090381 regulation of heart induction",NA,NA,NA,NA,6,NA
"GO:0090383 phagosome acidification",NA,NA,NA,NA,4,NA
"GO:0090385 phagosome-lysosome fusion",NA,NA,NA,NA,4,NA
"GO:0090394 negative regulation of excitatory postsynaptic membrane potential",NA,NA,NA,NA,4,NA
"GO:0090400 stress-induced premature senescence",NA,NA,NA,NA,6,NA
"GO:0090402 oncogene-induced senescence",NA,NA,NA,NA,2,NA
"GO:0090403 oxidative stress-induced premature senescence",NA,NA,NA,NA,3,NA
"GO:0090407 organophosphate biosynthetic process",NA,NA,NA,NA,515,NA
"GO:0090410 malonate catabolic process",NA,NA,NA,NA,1,NA
"GO:0090420 naphthalene-containing compound metabolic process",NA,NA,NA,NA,1,NA
"GO:0090427 activation of meiosis",NA,NA,NA,NA,2,NA
"GO:0090467 arginine import",NA,NA,NA,NA,2,NA
"GO:0090481 pyrimidine nucleotide-sugar transmembrane transport",NA,NA,NA,NA,1,NA
"GO:0090493 catecholamine uptake",NA,NA,NA,NA,8,NA
"GO:0090494 dopamine uptake",NA,NA,NA,NA,8,NA
"GO:0090500 endocardial cushion to mesenchymal transition",NA,NA,NA,NA,4,NA
"GO:0090501 RNA phosphodiester bond hydrolysis",NA,NA,NA,NA,5,NA
"GO:0090502 RNA phosphodiester bond hydrolysis, endonucleolytic",NA,NA,NA,NA,4,NA
"GO:0090527 actin filament reorganization",NA,NA,NA,NA,1,NA
"GO:0090529 cell septum assembly",NA,NA,NA,NA,2,NA
"GO:0097011 cellular response to granulocyte macrophage colony-stimulating factor stimulus",NA,NA,NA,NA,3,NA
"GO:0097012 response to granulocyte macrophage colony-stimulating factor stimulus",NA,NA,NA,NA,3,NA
"GO:0097017 renal protein absorption",NA,NA,NA,NA,2,NA
"GO:0097018 renal albumin absorption",NA,NA,NA,NA,2,NA
"GO:0097021 lymphocyte migration into lymphoid organs",NA,NA,NA,NA,3,NA
"GO:0097022 lymphocyte migration into lymph node",NA,NA,NA,NA,1,NA
"GO:0097026 dendritic cell dendrite assembly",NA,NA,NA,NA,3,NA
"GO:0097029 mature dendritic cell differentiation",NA,NA,NA,NA,4,NA
"GO:0097032 mitochondrial respiratory chain complex II biogenesis",NA,NA,NA,NA,1,NA
"GO:0097033 mitochondrial respiratory chain complex III biogenesis",NA,NA,NA,NA,2,NA
"GO:0097034 mitochondrial respiratory chain complex IV biogenesis",NA,NA,NA,NA,5,NA
"GO:0097037 heme export",NA,NA,NA,NA,1,NA
"GO:0097039 protein linear polyubiquitination",NA,NA,NA,NA,3,NA
"GO:0097045 phosphatidylserine exposure on blood platelet",NA,NA,NA,NA,1,NA
"GO:0097048 dendritic cell apoptotic process",NA,NA,NA,NA,4,NA
"GO:0097049 motor neuron apoptotic process",NA,NA,NA,NA,1,NA
"GO:0097050 type B pancreatic cell apoptotic process",NA,NA,NA,NA,1,NA
"GO:0097051 establishment of protein localization to endoplasmic reticulum membrane",NA,NA,NA,NA,1,NA
"GO:0097052 L-kynurenine metabolic process",NA,NA,NA,NA,2,NA
"GO:0097053 L-kynurenine catabolic process",NA,NA,NA,NA,2,NA
"GO:0097055 agmatine biosynthetic process",NA,NA,NA,NA,2,NA
"GO:0097056 selenocysteinyl-tRNA(Sec) biosynthetic process",NA,NA,NA,NA,4,NA
"GO:0097062 dendritic spine maintenance",NA,NA,NA,NA,2,NA
"GO:0097065 anterior head development",NA,NA,NA,NA,1,NA
"GO:0097068 response to thyroxine stimulus",NA,NA,NA,NA,1,NA
"GO:0097070 ductus arteriosus closure",NA,NA,NA,NA,3,NA
"GO:0097084 vascular smooth muscle cell development",NA,NA,NA,NA,6,NA
"GO:0097086 amniotic stem cell differentiation",NA,NA,NA,NA,1,NA
"GO:0097089 methyl-branched fatty acid metabolic process",NA,NA,NA,NA,2,NA
"GO:0097090 presynaptic membrane organization",NA,NA,NA,NA,9,NA
"GO:0097091 synaptic vesicle clustering",NA,NA,NA,NA,4,NA
"GO:0097101 blood vessel endothelial cell fate specification",NA,NA,NA,NA,1,NA
"GO:0097104 postsynaptic membrane assembly",NA,NA,NA,NA,5,NA
"GO:0097105 presynaptic membrane assembly",NA,NA,NA,NA,8,NA
"GO:0097106 postsynaptic density organization",NA,NA,NA,NA,2,NA
"GO:0097107 postsynaptic density assembly",NA,NA,NA,NA,2,NA
"GO:0097112 gamma-aminobutyric acid receptor clustering",NA,NA,NA,NA,1,NA
"GO:0097113 alpha-amino-3-hydroxy-5-methyl-4-isoxazole propionate receptor clustering",NA,NA,NA,NA,3,NA
"GO:0097114 N-methyl-D-aspartate receptor clustering",NA,NA,NA,NA,4,NA
"GO:0097115 neurexin clustering",NA,NA,NA,NA,1,NA
"GO:0097116 gephyrin clustering",NA,NA,NA,NA,3,NA
"GO:0097117 guanylate kinase-associated protein clustering",NA,NA,NA,NA,2,NA
"GO:0097118 neuroligin clustering",NA,NA,NA,NA,2,NA
"GO:0097119 postsynaptic density protein 95 clustering",NA,NA,NA,NA,5,NA
"GO:0097120 receptor localization to synapse",NA,NA,NA,NA,5,NA
"GO:0097151 positive regulation of inhibitory postsynaptic membrane potential",NA,NA,NA,NA,1,NA
"GO:0097152 mesenchymal cell apoptotic process",NA,NA,NA,NA,6,NA
"GO:0097154 GABAergic neuron differentiation",NA,NA,NA,NA,1,NA
"GO:0097155 fasciculation of sensory neuron axon",NA,NA,NA,NA,2,NA
"GO:0097156 fasciculation of motor neuron axon",NA,NA,NA,NA,2,NA
"GO:0097166 lens epithelial cell proliferation",NA,NA,NA,NA,1,NA
"GO:0097167 circadian regulation of translation",NA,NA,NA,NA,1,NA
"GO:0097184 response to azide",NA,NA,NA,NA,1,NA
"GO:0097185 cellular response to azide",NA,NA,NA,NA,1,NA
"GO:0097187 dentinogenesis",NA,NA,NA,NA,1,NA
"GO:0097192 extrinsic apoptotic signaling pathway in absence of ligand",NA,NA,NA,NA,7,NA
"GO:0097195 pilomotor reflex",NA,NA,NA,NA,2,NA
"GO:0097201 negative regulation of transcription from RNA polymerase II promoter in response to stress",NA,NA,NA,NA,3,NA
"GO:0097210 response to gonadotropin-releasing hormone",NA,NA,NA,NA,3,NA
"GO:0097211 cellular response to gonadotropin-releasing hormone",NA,NA,NA,NA,3,NA
"GO:0097212 lysosomal membrane organization",NA,NA,NA,NA,1,NA
"GO:0097213 regulation of lysosomal membrane permeability",NA,NA,NA,NA,1,NA
"GO:0097214 positive regulation of lysosomal membrane permeability",NA,NA,NA,NA,1,NA
"GO:0097222 mitochondrial mRNA polyadenylation",NA,NA,NA,NA,1,NA
"GO:0097240 attachment of chromatin to nuclear envelope",NA,NA,NA,NA,1,NA
"GO:0097241 hematopoietic stem cell migration to bone marrow",NA,NA,NA,NA,2,NA
"GO:0097242 beta-amyloid clearance",NA,NA,NA,NA,4,NA
"GO:0097252 oligodendrocyte apoptotic process",NA,NA,NA,NA,1,NA
"GO:0097254 renal tubular secretion",NA,NA,NA,NA,1,NA
"GO:0097264 self proteolysis",NA,NA,NA,NA,2,NA
"GO:0097272 ammonia homeostasis",NA,NA,NA,NA,1,NA
"GO:0097273 creatinine homeostasis",NA,NA,NA,NA,1,NA
"GO:0097274 urea homeostasis",NA,NA,NA,NA,1,NA
"GO:0097275 cellular ammonia homeostasis",NA,NA,NA,NA,1,NA
"GO:0097276 cellular creatinine homeostasis",NA,NA,NA,NA,1,NA
"GO:0097277 cellular urea homeostasis",NA,NA,NA,NA,1,NA
"GO:0097284 hepatocyte apoptotic process",NA,NA,NA,NA,1,NA
"GO:0097286 iron ion import",NA,NA,NA,NA,1,NA
"GO:0097291 renal phosphate ion absorption",NA,NA,NA,NA,1,NA
"GO:0097296 activation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway",NA,NA,NA,NA,1,NA
"GO:0097300 programmed necrotic cell death",NA,NA,NA,NA,6,NA
"GO:0097320 membrane tubulation",NA,NA,NA,NA,2,NA
"GO:0097324 melanocyte migration",NA,NA,NA,NA,1,NA
"GO:0097326 melanocyte adhesion",NA,NA,NA,NA,1,NA
"GO:0097332 response to antipsychotic drug",NA,NA,NA,NA,1,NA
"GO:0097338 response to clozapine",NA,NA,NA,NA,2,NA
"GO:0097345 mitochondrial outer membrane permeabilization",NA,NA,NA,NA,8,NA
"GO:0097350 neutrophil clearance",NA,NA,NA,NA,1,NA
"GO:0097352 autophagic vacuole maturation",NA,NA,NA,NA,1,NA
"GO:0097354 prenylation",NA,NA,NA,NA,9,NA
"GO:0097359 UDP-glucosylation",NA,NA,NA,NA,1,NA
"GO:0097360 chorionic trophoblast cell proliferation",NA,NA,NA,NA,2,NA
"GO:0097384 cellular lipid biosynthetic process",NA,NA,NA,NA,5,NA
"GO:0097411 hypoxia-inducible factor-1alpha signaling pathway",NA,NA,NA,NA,2,NA
"GO:0097468 programmed cell death in response to reactive oxygen species",NA,NA,NA,NA,3,NA
"GO:1900003 regulation of serine-type endopeptidase activity",NA,NA,NA,NA,1,NA
"GO:1900004 negative regulation of serine-type endopeptidase activity",NA,NA,NA,NA,1,NA
"GO:1900005 positive regulation of serine-type endopeptidase activity",NA,NA,NA,NA,1,NA
"GO:1900006 positive regulation of dendrite development",NA,NA,NA,NA,8,NA
"GO:1900010 regulation of corticotropin-releasing hormone receptor activity",NA,NA,NA,NA,1,NA
"GO:1900011 negative regulation of corticotropin-releasing hormone receptor activity",NA,NA,NA,NA,1,NA
"GO:1900015 regulation of cytokine production involved in inflammatory response",NA,NA,NA,NA,8,NA
"GO:1900016 negative regulation of cytokine production involved in inflammatory response",NA,NA,NA,NA,1,NA
"GO:1900017 positive regulation of cytokine production involved in inflammatory response",NA,NA,NA,NA,7,NA
"GO:1900024 regulation of substrate adhesion-dependent cell spreading",NA,NA,NA,NA,8,NA
"GO:1900025 negative regulation of substrate adhesion-dependent cell spreading",NA,NA,NA,NA,3,NA
"GO:1900026 positive regulation of substrate adhesion-dependent cell spreading",NA,NA,NA,NA,5,NA
"GO:1900027 regulation of ruffle assembly",NA,NA,NA,NA,6,NA
"GO:1900028 negative regulation of ruffle assembly",NA,NA,NA,NA,2,NA
"GO:1900029 positive regulation of ruffle assembly",NA,NA,NA,NA,2,NA
"GO:1900034 regulation of cellular response to heat",NA,NA,NA,NA,1,NA
"GO:1900035 negative regulation of cellular response to heat",NA,NA,NA,NA,1,NA
"GO:1900037 regulation of cellular response to hypoxia",NA,NA,NA,NA,3,NA
"GO:1900038 negative regulation of cellular response to hypoxia",NA,NA,NA,NA,1,NA
"GO:1900040 regulation of interleukin-2 secretion",NA,NA,NA,NA,2,NA
"GO:1900041 negative regulation of interleukin-2 secretion",NA,NA,NA,NA,2,NA
"GO:1900044 regulation of protein K63-linked ubiquitination",NA,NA,NA,NA,3,NA
"GO:1900045 negative regulation of protein K63-linked ubiquitination",NA,NA,NA,NA,3,NA
"GO:1900052 regulation of retinoic acid biosynthetic process",NA,NA,NA,NA,1,NA
"GO:1900053 negative regulation of retinoic acid biosynthetic process",NA,NA,NA,NA,1,NA
"GO:1900060 negative regulation of ceramide biosynthetic process",NA,NA,NA,NA,1,NA
"GO:1900063 regulation of peroxisome organization",NA,NA,NA,NA,3,NA
"GO:1900084 regulation of peptidyl-tyrosine autophosphorylation",NA,NA,NA,NA,2,NA
"GO:1900086 positive regulation of peptidyl-tyrosine autophosphorylation",NA,NA,NA,NA,2,NA
"GO:1900087 positive regulation of G1/S transition of mitotic cell cycle",NA,NA,NA,NA,3,NA
"GO:1900094 regulation of transcription from RNA polymerase II promoter involved in determination of left/right symmetry",NA,NA,NA,NA,5,NA
"GO:1900101 regulation of endoplasmic reticulum unfolded protein response",NA,NA,NA,NA,5,NA
"GO:1900102 negative regulation of endoplasmic reticulum unfolded protein response",NA,NA,NA,NA,1,NA
"GO:1900103 positive regulation of endoplasmic reticulum unfolded protein response",NA,NA,NA,NA,4,NA
"GO:1900104 regulation of hyaluranon cable assembly",NA,NA,NA,NA,3,NA
"GO:1900106 positive regulation of hyaluranon cable assembly",NA,NA,NA,NA,3,NA
"GO:1900107 regulation of nodal signaling pathway",NA,NA,NA,NA,5,NA
"GO:1900108 negative regulation of nodal signaling pathway",NA,NA,NA,NA,2,NA
"GO:1900120 regulation of receptor binding",NA,NA,NA,NA,4,NA
"GO:1900121 negative regulation of receptor binding",NA,NA,NA,NA,3,NA
"GO:1900122 positive regulation of receptor binding",NA,NA,NA,NA,1,NA
"GO:1900125 regulation of hyaluronan biosynthetic process",NA,NA,NA,NA,4,NA
"GO:1900126 negative regulation of hyaluronan biosynthetic process",NA,NA,NA,NA,1,NA
"GO:1900127 positive regulation of hyaluronan biosynthetic process",NA,NA,NA,NA,3,NA
"GO:1900128 regulation of G-protein activated inward rectifier potassium channel activity",NA,NA,NA,NA,1,NA
"GO:1900130 regulation of lipid binding",NA,NA,NA,NA,1,NA
"GO:1900131 negative regulation of lipid binding",NA,NA,NA,NA,1,NA
"GO:1900133 regulation of renin secretion into blood stream",NA,NA,NA,NA,2,NA
"GO:1900134 negative regulation of renin secretion into blood stream",NA,NA,NA,NA,1,NA
"GO:1900135 positive regulation of renin secretion into blood stream",NA,NA,NA,NA,1,NA
"GO:1900138 negative regulation of phospholipase A2 activity",NA,NA,NA,NA,1,NA
"GO:1900139 negative regulation of arachidonic acid secretion",NA,NA,NA,NA,1,NA
"GO:1900141 regulation of oligodendrocyte apoptotic process",NA,NA,NA,NA,1,NA
"GO:1900142 negative regulation of oligodendrocyte apoptotic process",NA,NA,NA,NA,1,NA
"GO:1900145 regulation of nodal signaling pathway involved in determination of left/right asymmetry",NA,NA,NA,NA,3,NA
"GO:1900151 regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",NA,NA,NA,NA,2,NA
"GO:1900154 regulation of bone trabecula formation",NA,NA,NA,NA,1,NA
"GO:1900155 negative regulation of bone trabecula formation",NA,NA,NA,NA,1,NA
"GO:1900157 regulation of bone mineralization involved in bone maturation",NA,NA,NA,NA,1,NA
"GO:1900158 negative regulation of bone mineralization involved in bone maturation",NA,NA,NA,NA,1,NA
"GO:1900161 regulation of phospholipid scramblase activity",NA,NA,NA,NA,1,NA
"GO:1900163 positive regulation of phospholipid scramblase activity",NA,NA,NA,NA,1,NA
"GO:1900164 nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry",NA,NA,NA,NA,5,NA
"GO:1900165 negative regulation of interleukin-6 secretion",NA,NA,NA,NA,2,NA
"GO:1900166 regulation of glial cell line-derived neurotrophic factor secretion",NA,NA,NA,NA,1,NA
"GO:1900168 positive regulation of glial cell line-derived neurotrophic factor secretion",NA,NA,NA,NA,1,NA
"GO:1900169 regulation of glucocorticoid mediated signaling pathway",NA,NA,NA,NA,1,NA
"GO:1900175 regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry",NA,NA,NA,NA,3,NA
"GO:1900181 negative regulation of protein localization to nucleus",NA,NA,NA,NA,3,NA
"GO:1900182 positive regulation of protein localization to nucleus",NA,NA,NA,NA,1,NA
"GO:1900200 mesenchymal cell apoptotic process involved in metanephros development",NA,NA,NA,NA,2,NA
"GO:1900204 apoptotic process involved in metanephric collecting duct development",NA,NA,NA,NA,2,NA
"GO:1900205 apoptotic process involved in metanephric nephron tubule development",NA,NA,NA,NA,2,NA
"GO:1900208 regulation of cardiolipin metabolic process",NA,NA,NA,NA,1,NA
"GO:1900210 positive regulation of cardiolipin metabolic process",NA,NA,NA,NA,1,NA
"GO:1900211 regulation of mesenchymal cell apoptotic process involved in metanephros development",NA,NA,NA,NA,2,NA
"GO:1900212 negative regulation of mesenchymal cell apoptotic process involved in metanephros development",NA,NA,NA,NA,2,NA
"GO:1900214 regulation of apoptotic process involved in metanephric collecting duct development",NA,NA,NA,NA,2,NA
"GO:1900215 negative regulation of apoptotic process involved in metanephric collecting duct development",NA,NA,NA,NA,2,NA
"GO:1900217 regulation of apoptotic process involved in metanephric nephron tubule development",NA,NA,NA,NA,2,NA
"GO:1900218 negative regulation of apoptotic process involved in metanephric nephron tubule development",NA,NA,NA,NA,2,NA
"GO:1900220 semaphorin-plexin signaling pathway involved in bone trabecula morphogenesis",NA,NA,NA,NA,2,NA
"GO:1900221 regulation of beta-amyloid clearance",NA,NA,NA,NA,3,NA
